,MAKE A COPY TO BEGIN YOUR WORK. THIS IS A READ ONLY FILE,,,,,,,,,,,,,
2024-02-15,,2003/08/18,MICHAEL,Brown,Flight Deal,V51864086,FALSE,SFO,SEA,TRUE,TRUE,4,23,TRUE
2021-06-10,95960141,18-08-2003,MICHAEL,Brown,Flight Status,A65125134,FALSE,SFO,YYY,TRUE,TRUE,-1,18,FALSE
2023-07-30,95960141,18-08-2003,MICHAEL,brown,New Flight,B35955861,TRUE,DEN,SEA,TRUE,TRUE,0,8,FALSE
2023-05-30,95960141,18-08-2003,,Brown,Cancel Flight,S39996481,FALSE,SEA,ORD,TRUE,TRUE,0,4,FALSE
2024-05-14,95960141,2003/08/18,MICHAEL,brown,Flight Deal,U70562734,FALSE,DFW,JFK,FALSE,TRUE,0,10,FALSE
2024-09-19,95960141,2003/08/18,MICHAEL,brown,New Flight,F29764835,FALSE,LAX,SEA,FALSE,TRUE,0,8,TRUE
2024-04-29,95960141,2003/08/18,michael,brown,Flight Deal,C61958629,FALSE,SFO,BOS,FALSE,TRUE,10,23,FALSE
2021-10-03,95960141,2003/08/18,michael,brown,,S22880474,,DFW,DEN,TRUE,TRUE,2,6,
2021-09-05,61629222,20-07-2009,andrea,mcdonald,Cancel Flight,G25614140,FALSE,ORD,JFK,FALSE,FALSE,-1,7,FALSE
2022-03-07,61629222,20-07-2009,ANDREA,Mcdonald,Cancel Flight,Z84795087,TRUE,ttt,BOS,TRUE,FALSE,4,24,TRUE
2021-06-30,61629222,07/20/2009,,Mcdonald,New Flight,W13763669,TRUE,JFK,SFO,TRUE,TRUE,11,16,FALSE
2023-12-03,61629222,20-07-2009,andrea,Mcdonald,Flight Deal,N31506940,TRUE,ttt,YYY,TRUE,FALSE,12,8,TRUE
2023-08-09,6128180064,17-08-1991,MICHELE,Bishop,Flight Deal,K51101187,FALSE,SEA,BOS,TRUE,TRUE,14,17,TRUE
2023-06-16,6128180064,1991/08/17,MICHELE,Bishop,Flight Status,A08940180,FALSE,DEN,ATL,FALSE,TRUE,2,18,TRUE
2024-09-28,6128180064,1991/08/17,michele,bishop,Flight Status,Q54891373,FALSE,ttt,LAX,TRUE,TRUE,9,9,FALSE
2021-04-03,6128180064,17-08-1991,MICHELE,Bishop,Cancel Flight,K61898527,FALSE,SEA,SFO,FALSE,FALSE,10,7,FALSE
2022-03-16,6128180064,17-08-1991,MICHELE,bishop,New Flight,Z53775356,TRUE,ttt,ATL,FALSE,TRUE,0,12,TRUE
2024-05-17,4738250046,02/26/2004,lisa,Mejia,Cancel Flight,C96027315,FALSE,ORD,DEN,TRUE,FALSE,-1,9,FALSE
2023-12-14,4738250046,26-02-2004,lisa,mejia,Flight Status,J78251223,TRUE,DEN,ORD,FALSE,FALSE,12,10,TRUE
2023-07-31,4738250046,02/26/2004,lisa,mejia,New Flight,U24065165,FALSE,JFK,BOS,TRUE,FALSE,-1,13,TRUE
2021-08-04,683693006,04/20/1988,SHELBY,Davidson,Flight Status,U33956348,TRUE,DEN,DFW,TRUE,FALSE,-1,4,TRUE
2023-08-22,683693006,20-04-1988,shelby,Davidson,Flight Deal,,TRUE,MIA,,TRUE,FALSE,2,23,TRUE
2023-01-26,683693006,20-04-1988,SHELBY,,Cancel Flight,D31309302,FALSE,BOS,ATL,FALSE,FALSE,-1,24,FALSE
2021-08-28,4694758980,09-03-1991,,mccoy,Flight Deal,D08619789,FALSE,ttt,DFW,TRUE,TRUE,13,20,
2023-07-30,4694758980,03/09/1991,,mccoy,Flight Deal,H98794656,TRUE,DFW,ATL,FALSE,FALSE,0,15,TRUE
2023-04-25,4694758980,03/09/1991,pam,mccoy,Flight Deal,P58997323,FALSE,ttt,DEN,FALSE,FALSE,-1,2,
2022-09-26,5868153253,1993/12/28,brandy,Hall,Cancel Flight,X83770040,FALSE,ATL,DEN,TRUE,,-1,18,FALSE
2021-06-14,5868153253,12/28/1993,BRANDY,Hall,Cancel Flight,,FALSE,BOS,ORD,TRUE,,8,20,FALSE
2024-05-09,,1993/12/28,BRANDY,hall,Flight Deal,X08792776,FALSE,DFW,SEA,TRUE,FALSE,-1,11,
2024-06-28,5868153253,12/28/1993,BRANDY,hall,New Flight,D44417113,TRUE,BOS,DFW,,TRUE,0,,FALSE
2021-01-01,5868153253,1993/12/28,brandy,Hall,Flight Status,Q27746457,TRUE,ORD,JFK,FALSE,FALSE,3,10,TRUE
2023-11-26,4093061971,15-03-2015,sheri,Lyons,New Flight,R60379249,FALSE,DFW,DEN,FALSE,TRUE,,12,FALSE
2023-11-06,4093061971,2015/03/15,SHERI,lyons,Flight Status,T94454454,FALSE,ATL,YYY,FALSE,TRUE,-1,7,TRUE
2022-05-04,4093061971,15-03-2015,sheri,Lyons,New Flight,F01424830,TRUE,ATL,SFO,FALSE,FALSE,-1,4,FALSE
2023-06-26,4093061971,2015/03/15,sheri,Lyons,New Flight,M54329154,TRUE,DFW,ATL,FALSE,TRUE,0,5,FALSE
2023-11-17,4093061971,2015/03/15,SHERI,Lyons,Flight Deal,J14373642,FALSE,MIA,DEN,FALSE,FALSE,2,19,TRUE
2022-02-08,7450028735,22-04-2016,ZACHARY,anderson,Flight Deal,C62285041,FALSE,SEA,DFW,TRUE,TRUE,9,8,TRUE
2023-09-15,7450028735,04/22/2016,zachary,anderson,Flight Deal,W90146779,FALSE,DFW,,FALSE,TRUE,3,5,TRUE
2024-01-26,7450028735,04/22/2016,ZACHARY,anderson,Flight Status,T32469184,TRUE,,SEA,TRUE,FALSE,3,3,TRUE
2021-07-11,7450028735,22-04-2016,ZACHARY,Anderson,Flight Status,U06603968,TRUE,DEN,ORD,TRUE,TRUE,1,7,FALSE
2022-05-14,7450028735,2016/04/22,ZACHARY,anderson,New Flight,G96434036,FALSE,DEN,JFK,TRUE,FALSE,-1,6,TRUE
2023-04-17,5600610891,05/24/1995,VINCENT,wood,Cancel Flight,D00625248,FALSE,LAX,DEN,FALSE,FALSE,13,3,FALSE
2021-11-20,5600610891,05/24/1995,vincent,wood,Flight Deal,Q58915808,FALSE,ATL,DEN,FALSE,TRUE,-1,6,TRUE
2022-10-18,5600610891,24-05-1995,VINCENT,Wood,Flight Status,U40808479,TRUE,SFO,LAX,TRUE,TRUE,1,20,TRUE
2021-11-14,5600610891,1995/05/24,VINCENT,wood,New Flight,J16649006,TRUE,ATL,MIA,TRUE,TRUE,0,7,TRUE
2022-03-08,5600610891,1995/05/24,vincent,Wood,Flight Status,G93387060,TRUE,BOS,SFO,TRUE,TRUE,8,10,FALSE
2024-06-02,6715914108,10/10/2022,jeffrey,brown,Flight Status,R25210378,TRUE,JFK,MIA,TRUE,FALSE,1,,FALSE
2021-09-14,6715914108,10/10/2022,JEFFREY,brown,Flight Deal,C55272747,FALSE,DEN,LAX,FALSE,FALSE,-1,6,TRUE
2023-09-08,6715914108,2022/10/10,JEFFREY,Brown,Flight Status,L05279073,FALSE,SFO,YYY,TRUE,,0,20,TRUE
2021-05-02,5227450446,10-04-2000,JONATHAN,Shaffer,Flight Deal,N35266865,FALSE,ttt,ATL,FALSE,TRUE,0,16,FALSE
2023-04-24,5227450446,10-04-2000,JONATHAN,Shaffer,New Flight,K15740244,TRUE,SFO,SEA,TRUE,FALSE,10,7,TRUE
2024-07-24,5227450446,,jonathan,,Cancel Flight,X25584392,FALSE,JFK,MIA,TRUE,FALSE,12,7,TRUE
2022-06-05,5227450446,04/10/2000,JONATHAN,shaffer,New Flight,D59407249,TRUE,SEA,DFW,TRUE,FALSE,12,2,FALSE
2022-09-19,5227450446,2000/04/10,JONATHAN,Shaffer,Flight Deal,R42816562,FALSE,DFW,JFK,FALSE,FALSE,7,23,TRUE
2022-06-10,2244635205,14-12-1990,,gardner,Cancel Flight,R81644083,FALSE,ORD,JFK,FALSE,FALSE,1,17,FALSE
2022-08-05,2244635205,12/14/1990,randall,Gardner,Cancel Flight,Y80620199,FALSE,ATL,SEA,TRUE,TRUE,11,19,TRUE
2022-07-14,2244635205,14-12-1990,RANDALL,gardner,Flight Status,,TRUE,ATL,SEA,TRUE,TRUE,10,4,TRUE
2023-06-04,2244635205,14-12-1990,RANDALL,Gardner,Flight Status,W83966622,FALSE,JFK,BOS,TRUE,FALSE,10,8,FALSE
2024-02-03,1405100700,1995/01/27,MARY,Larson,Flight Deal,R73945371,TRUE,DEN,LAX,FALSE,TRUE,1,5,FALSE
2022-12-06,1405100700,1995/01/27,mary,larson,Cancel Flight,N20256871,FALSE,JFK,SEA,FALSE,TRUE,-1,9,TRUE
2021-08-17,1405100700,1995/01/27,MARY,Larson,Flight Status,Q02148276,FALSE,BOS,DFW,TRUE,FALSE,13,10,FALSE
2021-03-24,7155476474,2005/09/10,christopher,murphy,Cancel Flight,,TRUE,ATL,JFK,FALSE,TRUE,2,5,TRUE
2023-08-16,7155476474,09/10/2005,CHRISTOPHER,murphy,New Flight,O30274097,,DFW,BOS,TRUE,TRUE,-1,4,FALSE
2024-07-02,7155476474,10-09-2005,christopher,Murphy,Flight Status,X07499791,FALSE,SEA,SFO,TRUE,FALSE,0,14,FALSE
2023-01-22,7155476474,09/10/2005,CHRISTOPHER,Murphy,Flight Status,Q08773249,TRUE,SFO,LAX,FALSE,TRUE,3,9,FALSE
2022-01-06,,2005/09/10,CHRISTOPHER,Murphy,Flight Status,V22233129,FALSE,ORD,YYY,FALSE,FALSE,,9,FALSE
2021-09-19,7155476474,2005/09/10,CHRISTOPHER,murphy,Cancel Flight,A47915395,FALSE,SEA,JFK,FALSE,,4,9,TRUE
2023-11-04,7155476474,10-09-2005,CHRISTOPHER,Murphy,Cancel Flight,U03412242,TRUE,DFW,,TRUE,FALSE,2,3,FALSE
2021-08-07,7155476474,2005/09/10,christopher,Murphy,New Flight,Y20590238,TRUE,SEA,DFW,,FALSE,0,14,FALSE
2022-11-02,7155476474,10-09-2005,CHRISTOPHER,murphy,Flight Status,J04237843,TRUE,LAX,MIA,,FALSE,-1,8,FALSE
2024-01-11,,10-09-2005,christopher,murphy,Flight Status,F09870630,TRUE,SEA,ATL,TRUE,FALSE,0,18,FALSE
2021-05-06,3111105997,09-09-2002,THOMAS,patterson,Cancel Flight,V61368707,FALSE,LAX,DFW,FALSE,FALSE,-1,2,FALSE
2021-11-06,3111105997,09-09-2002,thomas,Patterson,Flight Status,G43952919,FALSE,JFK,MIA,TRUE,TRUE,0,4,TRUE
2023-11-04,3111105997,09/09/2002,THOMAS,Patterson,Cancel Flight,U59784855,TRUE,BOS,JFK,TRUE,FALSE,-1,8,TRUE
2023-07-04,3111105997,09/09/2002,thomas,Patterson,New Flight,H89346832,TRUE,ATL,ORD,FALSE,FALSE,0,21,TRUE
2024-04-12,3111105997,09/09/2002,thomas,Patterson,New Flight,B20788901,,ttt,LAX,TRUE,FALSE,0,10,FALSE
2021-09-29,6068454393,2008/12/20,JAMES,Williams,,Q15886709,TRUE,JFK,ORD,TRUE,TRUE,3,8,TRUE
2021-08-22,6068454393,12/20/2008,james,Williams,Flight Status,H39430393,TRUE,,JFK,FALSE,TRUE,10,10,FALSE
2021-07-05,6068454393,2008/12/20,JAMES,williams,Flight Deal,B55243271,FALSE,MIA,SEA,FALSE,TRUE,12,21,TRUE
2023-03-26,6068454393,12/20/2008,JAMES,Williams,New Flight,C15760319,FALSE,ORD,DEN,FALSE,FALSE,0,,TRUE
2021-05-07,6068454393,20-12-2008,,williams,Flight Deal,D21084900,FALSE,,DFW,FALSE,FALSE,2,7,FALSE
2023-05-18,2775422646,03-01-2024,STEVEN,sherman,Flight Deal,N16976583,FALSE,BOS,LAX,FALSE,FALSE,2,5,FALSE
2021-01-02,2775422646,03-01-2024,steven,sherman,Flight Deal,F90790382,TRUE,ORD,ATL,TRUE,TRUE,-1,9,
2022-01-22,2775422646,01/03/2024,STEVEN,Sherman,Flight Status,C60625846,TRUE,ATL,ORD,FALSE,TRUE,6,18,FALSE
2024-02-05,2775422646,2024/01/03,STEVEN,sherman,New Flight,W75600982,FALSE,JFK,DFW,TRUE,FALSE,0,16,FALSE
2022-11-04,2775422646,03-01-2024,steven,Sherman,New Flight,J93925430,FALSE,DFW,SEA,TRUE,FALSE,-1,15,FALSE
2024-08-27,2303247612,01/01/1994,JAMES,Armstrong,,L06831047,TRUE,SEA,DFW,FALSE,TRUE,2,9,FALSE
2021-07-23,2303247612,1994/01/01,james,Armstrong,New Flight,E67398894,,BOS,DEN,FALSE,TRUE,-1,19,FALSE
2022-01-26,2303247612,01-01-1994,JAMES,Armstrong,Flight Status,T20360508,,SEA,LAX,TRUE,TRUE,2,15,TRUE
2022-07-02,9574148758,19-09-2020,JAMES,scott,Flight Deal,A25048382,TRUE,ATL,SFO,TRUE,TRUE,0,8,TRUE
2021-01-06,9574148758,19-09-2020,JAMES,scott,Flight Deal,H17952982,FALSE,SEA,DEN,TRUE,FALSE,0,5,FALSE
2022-12-30,9574148758,19-09-2020,JAMES,scott,Flight Status,M77194238,FALSE,,JFK,TRUE,TRUE,0,18,FALSE
2024-06-17,3086463331,2019/08/17,kelsey,Kennedy,Flight Deal,A78268705,TRUE,DEN,SFO,FALSE,FALSE,0,10,TRUE
2023-03-28,3086463331,17-08-2019,KELSEY,kennedy,Flight Status,L19243667,TRUE,JFK,ORD,TRUE,TRUE,9,16,FALSE
2022-04-08,3086463331,08/17/2019,KELSEY,kennedy,Flight Deal,K13309675,FALSE,JFK,MIA,FALSE,TRUE,7,4,FALSE
2024-02-15,3086463331,08/17/2019,KELSEY,Kennedy,Flight Deal,Z42187868,TRUE,MIA,LAX,FALSE,FALSE,13,,FALSE
2021-12-09,3086463331,2019/08/17,kelsey,Kennedy,Cancel Flight,H76764743,TRUE,ATL,YYY,TRUE,TRUE,0,6,
2021-07-24,2490086304,04-10-1997,LISA,smith,Flight Deal,,FALSE,ATL,JFK,FALSE,TRUE,3,3,TRUE
2024-03-07,2490086304,1997/10/04,LISA,Smith,Flight Status,R31422787,FALSE,JFK,BOS,TRUE,FALSE,-1,5,
2024-01-04,2490086304,10/04/1997,lisa,smith,Cancel Flight,,TRUE,SFO,ATL,FALSE,,2,8,FALSE
2022-03-01,2490086304,04-10-1997,LISA,Smith,New Flight,,FALSE,ATL,,TRUE,FALSE,-1,4,TRUE
2023-03-28,2490086304,1997/10/04,lisa,Smith,Flight Status,V06153743,TRUE,DEN,ATL,FALSE,TRUE,0,15,FALSE
2022-01-29,17823452,24-12-2019,ASHLEY,Rodriguez,Flight Deal,C05688894,TRUE,LAX,SFO,FALSE,FALSE,-1,14,TRUE
2022-10-22,17823452,24-12-2019,ashley,rodriguez,Flight Deal,Z40656999,TRUE,JFK,ATL,TRUE,TRUE,1,20,TRUE
2021-04-09,17823452,24-12-2019,ashley,rodriguez,Cancel Flight,L14661128,FALSE,ttt,ORD,TRUE,TRUE,3,10,TRUE
2024-05-27,17823452,2019/12/24,ashley,rodriguez,Cancel Flight,M91388857,TRUE,DEN,DFW,TRUE,TRUE,-1,2,TRUE
2021-01-17,17823452,24-12-2019,ashley,rodriguez,,X55102288,FALSE,BOS,SEA,FALSE,FALSE,0,6,TRUE
2023-06-12,17823452,12/24/2019,ashley,rodriguez,Flight Deal,E46172848,FALSE,DEN,LAX,,TRUE,13,14,TRUE
2023-03-13,17823452,12/24/2019,ashley,Rodriguez,Flight Status,G72319603,TRUE,,SFO,FALSE,TRUE,3,18,FALSE
2023-06-01,17823452,24-12-2019,ASHLEY,,Flight Deal,V36402051,TRUE,ORD,JFK,FALSE,TRUE,0,17,FALSE
2021-07-24,17823452,24-12-2019,ashley,rodriguez,Flight Deal,R39894892,FALSE,ORD,SEA,FALSE,FALSE,-1,16,TRUE
2022-12-15,17823452,24-12-2019,ASHLEY,rodriguez,Flight Status,O54564169,TRUE,ttt,ORD,FALSE,TRUE,12,5,FALSE
2022-05-26,2386650936,13-02-2023,CHRISTOPHER,George,Flight Status,,FALSE,BOS,DFW,,FALSE,-1,7,FALSE
2023-07-30,2386650936,13-02-2023,CHRISTOPHER,george,Flight Status,F93693487,FALSE,ORD,LAX,FALSE,FALSE,,3,TRUE
2023-04-11,2386650936,13-02-2023,CHRISTOPHER,,Flight Deal,L44732146,FALSE,SEA,BOS,TRUE,,-1,7,FALSE
2023-03-16,2386650936,13-02-2023,CHRISTOPHER,George,Flight Deal,,TRUE,DFW,,FALSE,FALSE,-1,3,FALSE
2023-08-19,2386650936,02/13/2023,CHRISTOPHER,george,Flight Status,D70514602,,DEN,SFO,FALSE,FALSE,0,19,TRUE
2021-09-25,1437359345,14-09-1990,CORY,Howe,Flight Status,M76226947,TRUE,ttt,ATL,FALSE,TRUE,13,19,TRUE
2024-09-24,1437359345,09/14/1990,cory,Howe,Flight Status,N84753502,TRUE,ATL,BOS,FALSE,FALSE,0,22,FALSE
2022-03-19,1437359345,1990/09/14,cory,howe,Flight Deal,Z73475648,TRUE,JFK,BOS,,TRUE,2,8,TRUE
2021-03-23,1437359345,14-09-1990,CORY,Howe,Flight Deal,O96981970,FALSE,DFW,SFO,FALSE,,2,13,FALSE
2021-04-17,1437359345,14-09-1990,cory,howe,Cancel Flight,F04038639,FALSE,SFO,YYY,FALSE,FALSE,-1,4,FALSE
2021-07-22,3988178862,2016/03/25,PATRICIA,Young,New Flight,O39458005,FALSE,SEA,BOS,FALSE,TRUE,-1,6,FALSE
2024-03-28,3988178862,25-03-2016,PATRICIA,Young,Cancel Flight,G80801679,,SFO,LAX,TRUE,FALSE,0,4,TRUE
2022-02-06,3988178862,25-03-2016,PATRICIA,young,Cancel Flight,F48409560,FALSE,LAX,YYY,TRUE,TRUE,0,6,FALSE
2022-09-06,5178451975,2019/11/10,kristina,martin,Flight Deal,N86194960,FALSE,ATL,SEA,FALSE,TRUE,4,,TRUE
2024-02-28,,10-11-2019,KRISTINA,martin,Flight Status,C85059412,TRUE,DFW,,FALSE,FALSE,0,6,TRUE
2023-08-22,5178451975,11/10/2019,KRISTINA,martin,Cancel Flight,L89477381,TRUE,MIA,SFO,TRUE,FALSE,-1,6,FALSE
2023-07-12,5178451975,11/10/2019,KRISTINA,martin,Cancel Flight,G63620646,TRUE,DEN,YYY,TRUE,TRUE,-1,9,FALSE
2022-04-22,486139679,2001/07/10,BRIAN,Davis,Cancel Flight,G59337605,TRUE,DFW,DEN,FALSE,FALSE,8,24,TRUE
2023-05-26,486139679,,BRIAN,davis,Flight Deal,V62803890,FALSE,BOS,LAX,TRUE,FALSE,-1,6,FALSE
2021-04-11,486139679,,brian,,New Flight,A65137909,TRUE,DEN,YYY,TRUE,FALSE,-1,14,TRUE
2021-12-05,486139679,2001/07/10,brian,Davis,Flight Status,E83561238,FALSE,LAX,SEA,FALSE,FALSE,-1,17,FALSE
2022-03-05,,09/07/1998,TAYLOR,haas,New Flight,Q36756864,FALSE,MIA,BOS,TRUE,FALSE,,17,TRUE
2023-02-13,7370695209,07-09-1998,,haas,Flight Deal,D47980784,FALSE,JFK,MIA,FALSE,TRUE,-1,14,TRUE
2022-06-01,7370695209,1998/09/07,taylor,haas,Flight Deal,S09661021,FALSE,DEN,,FALSE,FALSE,,15,TRUE
2022-12-09,6498885917,05/19/2003,GILBERT,Harrell,New Flight,Z02816362,TRUE,BOS,DFW,TRUE,FALSE,-1,15,TRUE
2022-12-22,6498885917,05/19/2003,gilbert,Harrell,New Flight,W31847270,TRUE,ATL,DFW,FALSE,TRUE,2,3,TRUE
2023-04-02,6498885917,2003/05/19,GILBERT,Harrell,Flight Status,Z48990182,TRUE,LAX,BOS,FALSE,FALSE,12,,TRUE
2021-12-07,6498885917,2003/05/19,gilbert,harrell,Flight Deal,L75136486,FALSE,ORD,BOS,FALSE,FALSE,0,17,TRUE
2021-03-11,6498885917,2003/05/19,GILBERT,harrell,Flight Status,P94851952,TRUE,SEA,ORD,TRUE,,-1,20,TRUE
2023-03-24,1148800008,2015/05/27,DYLAN,Ferguson,Cancel Flight,I60009538,FALSE,SEA,SFO,TRUE,TRUE,2,7,FALSE
2022-03-31,1148800008,27-05-2015,DYLAN,ferguson,Cancel Flight,E02627749,TRUE,LAX,JFK,TRUE,,1,16,FALSE
2023-07-25,1148800008,05/27/2015,dylan,Ferguson,New Flight,O99330597,FALSE,JFK,DEN,FALSE,FALSE,8,9,FALSE
2022-07-29,1148800008,27-05-2015,dylan,ferguson,Flight Deal,R89490192,TRUE,ATL,DEN,FALSE,FALSE,7,7,FALSE
2024-10-01,1148800008,27-05-2015,,Ferguson,Flight Status,U45739522,FALSE,,DEN,TRUE,FALSE,4,8,TRUE
2023-03-12,6505738558,12-06-2012,francisco,Green,Flight Status,S69190443,TRUE,DFW,SEA,FALSE,TRUE,2,,
2024-04-29,6505738558,2012/06/12,FRANCISCO,Green,Flight Deal,K79389462,TRUE,MIA,SEA,TRUE,TRUE,10,18,FALSE
2022-03-25,6505738558,06/12/2012,FRANCISCO,green,Flight Deal,I62370157,FALSE,SFO,YYY,TRUE,FALSE,1,10,
2024-09-13,9577212197,22-05-2003,melanie,jarvis,Flight Deal,R16738570,TRUE,LAX,JFK,FALSE,FALSE,1,10,TRUE
2024-04-14,9577212197,05/22/2003,MELANIE,jarvis,New Flight,D43589758,TRUE,LAX,ATL,TRUE,FALSE,-1,11,TRUE
2024-04-01,9577212197,22-05-2003,MELANIE,jarvis,New Flight,I06864616,TRUE,SFO,,TRUE,FALSE,-1,17,FALSE
2022-03-15,9577212197,,melanie,Jarvis,Flight Status,N60077565,TRUE,SEA,BOS,TRUE,FALSE,9,10,FALSE
2022-07-06,7549287291,20-07-1994,CARLOS,patel,New Flight,C91084397,TRUE,BOS,SEA,TRUE,TRUE,0,4,FALSE
2022-08-28,7549287291,07/20/1994,CARLOS,patel,New Flight,C38955144,FALSE,DEN,MIA,FALSE,TRUE,13,7,TRUE
2024-04-26,7549287291,1994/07/20,carlos,patel,Flight Deal,P22706047,FALSE,LAX,JFK,TRUE,FALSE,4,19,TRUE
2024-09-24,7549287291,1994/07/20,carlos,Patel,Flight Deal,D12305886,FALSE,ORD,LAX,FALSE,TRUE,4,16,FALSE
2024-08-29,4124316670,01-08-2002,joshua,monroe,Cancel Flight,,FALSE,SEA,MIA,TRUE,FALSE,4,7,FALSE
2021-07-04,,2002/08/01,joshua,Monroe,Cancel Flight,A56023999,FALSE,,SFO,FALSE,FALSE,-1,10,FALSE
2021-03-10,4124316670,01-08-2002,joshua,monroe,Flight Status,Q68232008,,ATL,,FALSE,FALSE,0,10,TRUE
2021-09-29,4124316670,08/01/2002,,monroe,Flight Status,I05521122,TRUE,DEN,BOS,FALSE,FALSE,0,16,FALSE
2024-01-12,4124316670,08/01/2002,joshua,monroe,Cancel Flight,P03325195,TRUE,JFK,DEN,FALSE,TRUE,11,9,FALSE
2023-04-10,3057502498,2005/09/20,julie,,New Flight,S33679529,FALSE,DEN,SFO,FALSE,FALSE,11,13,FALSE
2021-04-16,3057502498,2005/09/20,julie,shaw,New Flight,U43899426,TRUE,SEA,LAX,FALSE,,2,10,FALSE
2024-02-21,3057502498,09/20/2005,JULIE,Shaw,Cancel Flight,J53209940,FALSE,SFO,BOS,FALSE,,11,2,TRUE
2024-09-23,4206792851,23-09-2020,tracy,Smith,Flight Deal,H84266294,FALSE,ATL,SEA,TRUE,FALSE,11,5,FALSE
2021-12-04,4206792851,23-09-2020,tracy,Smith,Flight Status,M58738722,TRUE,BOS,LAX,FALSE,TRUE,11,12,TRUE
2022-07-02,4206792851,2020/09/23,TRACY,,Flight Status,O54985393,TRUE,BOS,MIA,FALSE,FALSE,-1,10,FALSE
2021-02-08,5960538806,06-02-2016,FRANCISCO,rogers,Flight Status,D39968340,FALSE,SEA,LAX,TRUE,TRUE,3,9,TRUE
2024-07-19,,2016/02/06,francisco,Rogers,,D83736238,TRUE,ORD,DFW,TRUE,,0,10,FALSE
2024-07-19,5960538806,02/06/2016,francisco,Rogers,Flight Deal,U58891530,TRUE,DEN,LAX,TRUE,TRUE,0,12,TRUE
2023-03-24,5960538806,02/06/2016,francisco,Rogers,Flight Deal,H42467438,TRUE,DEN,ORD,TRUE,TRUE,0,21,TRUE
2024-02-14,5901998565,2011/06/30,MEGAN,Booker,Flight Status,Q20716318,FALSE,,JFK,FALSE,FALSE,3,19,TRUE
2022-01-11,5901998565,30-06-2011,MEGAN,,New Flight,W84688189,FALSE,LAX,DEN,TRUE,FALSE,-1,17,FALSE
2023-03-29,5901998565,06/30/2011,megan,Booker,Flight Deal,R08700294,TRUE,SFO,LAX,FALSE,TRUE,-1,6,FALSE
2021-03-25,5901998565,2011/06/30,megan,booker,Flight Deal,B55579183,TRUE,LAX,ATL,FALSE,TRUE,2,,TRUE
2023-02-05,5901998565,30-06-2011,,Booker,Flight Status,L59300357,FALSE,DFW,ORD,TRUE,TRUE,4,6,FALSE
2022-11-04,2478467227,01/15/1992,LISA,Hayes,New Flight,K41133883,FALSE,ttt,YYY,FALSE,TRUE,-1,3,FALSE
2023-08-17,2478467227,,LISA,Hayes,Flight Status,U82693743,,DFW,MIA,FALSE,TRUE,-1,,
2024-02-02,2478467227,01/15/1992,lisa,,Flight Deal,,TRUE,MIA,BOS,TRUE,FALSE,-1,17,TRUE
2021-12-21,2478467227,1992/01/15,LISA,Hayes,New Flight,F32169749,FALSE,SFO,LAX,TRUE,TRUE,2,5,TRUE
2021-12-14,2478467227,01/15/1992,lisa,Hayes,Flight Status,L96413369,TRUE,ATL,YYY,TRUE,FALSE,0,4,FALSE
2023-09-23,2478467227,1992/01/15,lisa,hayes,New Flight,Y73345910,TRUE,ATL,LAX,TRUE,FALSE,10,17,TRUE
2022-05-25,2478467227,1992/01/15,LISA,Hayes,Cancel Flight,M47612610,TRUE,,SFO,TRUE,FALSE,0,18,TRUE
2022-08-21,2478467227,15-01-1992,LISA,hayes,New Flight,F31825360,FALSE,MIA,DFW,FALSE,FALSE,7,18,TRUE
2022-07-05,2478467227,01/15/1992,lisa,hayes,,B82758581,FALSE,MIA,JFK,FALSE,FALSE,-1,10,FALSE
2024-07-07,2478467227,15-01-1992,LISA,Hayes,Flight Deal,I37436906,TRUE,MIA,LAX,FALSE,FALSE,10,7,FALSE
2023-06-03,5879112039,07/24/1996,terri,Vega,Flight Status,J05472755,TRUE,DEN,BOS,TRUE,FALSE,0,7,
2021-12-06,5879112039,1996/07/24,,Vega,,K75440928,TRUE,JFK,SFO,TRUE,TRUE,0,15,FALSE
2024-01-26,5879112039,07/24/1996,terri,Vega,Flight Status,,FALSE,DFW,YYY,FALSE,TRUE,10,22,TRUE
2024-05-25,,1996/07/24,TERRI,vega,,,TRUE,SEA,BOS,FALSE,FALSE,-1,12,TRUE
2023-12-05,5879112039,07/24/1996,terri,vega,New Flight,H27768904,FALSE,ATL,DFW,FALSE,TRUE,-1,6,TRUE
2022-05-28,5879112039,1996/07/24,terri,vega,Flight Deal,J15491167,FALSE,BOS,ORD,TRUE,FALSE,11,14,TRUE
2022-08-12,5879112039,1996/07/24,,,Flight Deal,X38043432,FALSE,JFK,BOS,FALSE,FALSE,0,20,FALSE
2024-08-15,5879112039,07/24/1996,terri,Vega,,I04609589,FALSE,BOS,YYY,TRUE,TRUE,12,9,TRUE
2021-01-17,5879112039,07/24/1996,TERRI,,New Flight,I20208213,FALSE,ttt,LAX,TRUE,FALSE,-1,8,TRUE
2021-12-19,5879112039,24-07-1996,terri,Vega,Flight Status,N20193227,TRUE,ATL,BOS,FALSE,TRUE,1,11,FALSE
2022-02-10,1233975986,16-03-2014,scott,massey,Cancel Flight,W80999625,FALSE,,BOS,FALSE,FALSE,-1,17,FALSE
2024-05-10,1233975986,16-03-2014,,Massey,New Flight,A03754181,TRUE,BOS,JFK,FALSE,TRUE,0,1,TRUE
2023-02-14,1233975986,2014/03/16,SCOTT,massey,New Flight,,TRUE,DFW,DEN,FALSE,TRUE,-1,21,FALSE
